"NetID","date","site","sample_n","macrophyte","macrophyte_dw","epiphytic_algae","epiphytic_algae_sp","Amphibalanus_improvisus","Ampullaceana_balthica","Anellidae_sp.","Bivalvia_sp.","Cerastoderma_glaucum.Parvicardium_exiguum","Chironomid_larva_pupa","Cordylophora_caspia","Cyanophthalma_obscura","Dugesiidae_sp.","Dytiscidae_sp.","Electra_crustulenta","Gammarus_sp.","Hediste_diversicolor","Hydrobiidae.Tateidae_sp.","Idotea_baltica","Idotea_chelipes","Idotea_granulosa","Insect_larva_pupa_others","Jaera_albifrons","Leptocheirus_pilosus","Limapontia_sp.","Mytilus_trossulus.Mytilopsis_leucophaeata","Nematoda_sp.","Palaemon_sp.","Physa_fontinalis","Piscicola_sp.","Potamopyrgus_antipodarum","Sinelobus_vanhaareni","Stylaria_lacustris","Theodoxus_fluviatilis"
"Oct_2021_SP","Oct_2021","Spikarna","SP_11","Stuckenia_pectinata","0.52","no","no_info",0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_SP","Oct_2021","Spikarna","SP_12","Stuckenia_pectinata","2.06","no","no_info",3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,8
"Oct_2021_SP","Oct_2021","Spikarna","SP_13","Stuckenia_pectinata","1.28","no","no_info",0,9,0,0,0,0,0,1,0,0,0,3,0,3,0,19,0,0,0,0,0,1,0,0,0,2,0,0,0,0
"Oct_2021_SP","Oct_2021","Spikarna","SP_14","Stuckenia_pectinata","6.7","no","no_info",2,1,0,0,0,0,1,0,0,0,0,2,0,1,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0,42
"Oct_2021_SP","Oct_2021","Spikarna","SP_15","Stuckenia_pectinata","5.16","no","no_info",23,8,0,0,0,0,0,0,1,0,1,1,0,0,0,49,0,0,0,0,0,2,0,0,0,1,0,0,0,16
"Oct_2021_SP","Oct_2021","Spikarna","SP_16","Polyshiponia_fibrillosa","1.5","yes","no_info",0,9,0,0,1,0,0,0,21,0,0,3,0,15,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,8
"Oct_2021_SP","Oct_2021","Spikarna","SP_17","Polyshiponia_fibrillosa","1.24","no","no_info",0,7,0,0,0,0,0,0,2,0,0,0,0,30,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Oct_2021_SP","Oct_2021","Spikarna","SP_18","Polyshiponia_fibrillosa","0.68","no","no_info",0,6,0,0,0,0,0,0,3,0,0,1,0,27,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Oct_2021_SP","Oct_2021","Spikarna","SP_19","Polyshiponia_fibrillosa","2.27","no","no_info",0,17,0,0,1,0,0,0,0,0,0,10,0,76,0,13,0,0,0,0,6,1,0,0,0,0,0,0,0,36
"Oct_2021_SP","Oct_2021","Spikarna","SP_20","Polyshiponia_fibrillosa","0.5","no","no_info",0,14,0,0,0,0,0,0,0,0,0,6,0,65,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7
"Oct_2021_SP","Oct_2021","Spikarna","SP_21","Zanichellia_sp.","0.21","no","no_info",0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"Oct_2021_SP","Oct_2021","Spikarna","SP_22","Zanichellia_sp.","0.05","no","no_info",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Oct_2021_SP","Oct_2021","Spikarna","SP_23","Zanichellia_sp.","0.08","no","no_info",0,10,0,0,0,0,0,0,0,0,0,2,0,2,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Oct_2021_SP","Oct_2021","Spikarna","SP_24","Zanichellia_sp.","0.09","no","no_info",0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Oct_2021_SP","Oct_2021","Spikarna","SP_25","Zanichellia_sp.","0.2","no","no_info",0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,1
"Oct_2021_SP","Oct_2021","Spikarna","SP_26","Fucus_vesiculosus","6.04","no","no_info",2,17,0,0,0,0,0,0,0,0,1,2,0,3,3,3,0,0,0,0,0,11,0,0,0,0,0,0,0,43
"Oct_2021_SP","Oct_2021","Spikarna","SP_27","Fucus_vesiculosus","56.61","no","no_info",27,55,0,0,1,0,0,0,0,0,1,6,0,9,8,4,0,0,0,0,0,34,0,0,0,0,0,0,0,89
"Oct_2021_SP","Oct_2021","Spikarna","SP_28","Fucus_vesiculosus","49.25","no","no_info",137,60,0,0,0,0,0,0,0,0,1,39,0,0,1,84,0,0,0,0,0,69,0,0,0,0,0,0,0,230
"Oct_2021_SP","Oct_2021","Spikarna","SP_29","Fucus_vesiculosus","16.66","no","no_info",45,68,0,0,0,0,0,0,0,0,1,1,0,2,1,3,0,0,0,0,0,23,0,0,0,0,0,0,0,112
"Oct_2021_SP","Oct_2021","Spikarna","SP_30","Fucus_vesiculosus","23.88","no","no_info",15,18,0,0,0,0,0,0,0,0,1,7,0,1,1,15,0,0,0,0,0,36,0,0,0,0,0,0,0,137
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_01","Zanichellia_sp.","0.08","no","no_info",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,23,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_02","Zanichellia_sp.","0.61","no","no_info",0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_03","Zanichellia_sp.","0.22","no","no_info",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_04","Zanichellia_sp.","0.43","yes","filamentous drift algae",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_05","Potamogeton_perfoliatus","0.4","yes","filamentous drift algae",0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_06","Potamogeton_perfoliatus","0.3","no","no_info",0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_07","Potamogeton_perfoliatus","0.41","yes","filamentous drift algae",0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_08","Potamogeton_perfoliatus","0.83","yes","filamentous drift algae",0,0,0,0,0,0,0,1,0,0,0,4,0,5,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_09","Potamogeton_perfoliatus","0.31","yes","filamentous drift algae",0,0,0,0,0,1,0,0,0,0,0,3,0,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_10","Potamogeton_perfoliatus","0.39","yes","filamentous drift algae",0,0,0,0,0,1,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_11","Myriophyllum_spicatum","0.15","yes","filamentous drift algae",0,0,0,0,0,1,0,0,0,0,0,4,0,7,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_12","Myriophyllum_spicatum","0.07","yes","filamentous drift algae",0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_13","Myriophyllum_spicatum","0.31","yes","filamentous drift algae",0,0,0,0,0,1,0,0,0,0,0,2,0,4,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_14","Myriophyllum_spicatum","0.24","yes","filamentous drift algae",0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,17,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_15","Myriophyllum_spicatum","0.12","yes","filamentous drift algae",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_16","Myriophyllum_spicatum","0.22","yes","filamentous drift algae",0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_19","Stuckenia_pectinata","1.18","yes","filamentous drift algae",0,0,0,0,0,1,0,0,0,0,1,17,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_20","Stuckenia_pectinata","1.49","yes","filamentous drift algae",0,0,0,0,0,0,0,0,0,0,0,2,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_21","Zanichellia_sp.","0.69","no","no_info",0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKI","Oct_2021","Henriksberg","HKI_22","Stuckenia_pectinata","2.51","no","no_info",0,1,0,0,1,0,0,0,0,0,1,10,0,7,0,61,0,2,0,0,0,0,0,0,0,0,0,0,0,1
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_01","Zostera_marina","0.11","no","no_info",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_02","Zostera_marina","0.1","no","no_info",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_03","Zostera_marina","0.21","no","no_info",0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_04","Zostera_marina","0.1","no","no_info",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_05","Zostera_marina","0.13","no","no_info",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_06","Myriophyllum_spicatum","0.12","yes","filamentous drift algae",0,0,0,0,0,0,0,0,0,0,0,20,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_07","Myriophyllum_spicatum","0.1","yes","filamentous drift algae",0,0,0,0,0,0,0,0,0,0,0,27,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,3
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_08","Myriophyllum_spicatum","0.05","no","no_info",0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_09","Myriophyllum_spicatum","0.09","yes","filamentous drift algae",0,0,0,0,1,0,0,0,0,0,0,18,0,1,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_10","Myriophyllum_spicatum","0.12","no","no_info",0,0,0,0,1,1,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_11","Myriophyllum_spicatum","0.06","yes","filamentous drift algae",0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_12","Potamogeton_perfoliatus","0.06","no","no_info",0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_13","Potamogeton_perfoliatus","0.12","yes","filamentous drift algae",0,0,0,0,6,0,0,0,0,0,0,27,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_14","Potamogeton_perfoliatus","0.08","no","no_info",0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_15","Potamogeton_perfoliatus","0.16","yes","filamentous drift algae",0,0,0,0,0,0,0,0,0,0,0,17,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_16","Potamogeton_perfoliatus","0.24","yes","filamentous drift algae",0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_17","Stuckenia_pectinata","0.93","yes","filamentous drift algae",0,0,0,0,0,0,0,0,0,0,0,55,0,0,1,15,0,0,0,0,0,1,1,0,0,0,0,0,0,2
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_18","Stuckenia_pectinata","1.88","yes","filamentous drift algae",1,0,0,0,0,0,0,0,0,0,0,30,0,0,3,44,0,0,0,0,0,0,0,0,0,0,0,0,0,6
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_19","Stuckenia_pectinata","0.7","yes","filamentous drift algae",1,0,0,0,0,0,0,0,0,0,1,7,0,0,1,7,0,0,1,0,0,0,0,0,0,1,0,0,0,1
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_20","Stuckenia_pectinata","0.31","yes","filamentous drift algae",0,0,0,0,1,0,0,0,0,0,0,14,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_21","Stuckenia_pectinata","0.37","yes","filamentous drift algae",0,0,0,0,4,1,0,0,0,0,0,35,0,2,1,11,0,0,3,0,0,7,0,0,0,0,0,0,0,0
"Oct_2021_HKO","Oct_2021","Henriksberg","HKO_22","Stuckenia_pectinata","0.59","yes","filamentous drift algae",0,0,0,0,0,0,0,0,0,0,0,53,1,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_ABI","Oct_2021","Angbat","ABI_01","Myriophyllum_spicatum","0.22","yes","filamentous drift algae",0,0,0,0,0,12,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,2
"Oct_2021_ABI","Oct_2021","Angbat","ABI_02","Myriophyllum_spicatum","0.19","yes","filamentous drift algae",0,0,0,0,4,0,0,0,0,0,0,4,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,3
"Oct_2021_ABI","Oct_2021","Angbat","ABI_03","Myriophyllum_spicatum","0.04","no","no_info",0,0,0,0,0,6,0,0,0,0,0,1,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"Oct_2021_ABI","Oct_2021","Angbat","ABI_04","Myriophyllum_spicatum","0.33","yes","filamentous drift algae",0,0,1,0,1,19,0,0,0,0,0,0,0,4,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1
"Oct_2021_ABI","Oct_2021","Angbat","ABI_05","Myriophyllum_spicatum","0.36","no","no_info",0,0,0,0,4,3,0,0,0,0,1,4,0,8,0,12,0,0,0,0,0,0,0,0,0,0,3,1,0,3
"Oct_2021_ABI","Oct_2021","Angbat","ABI_06","Fucus_vesiculosus","54.01","no","no_info",75,5,0,0,34,2,0,0,0,0,1,47,0,11,3,1,0,0,0,29,0,21,0,6,0,0,0,11,0,56
"Oct_2021_ABI","Oct_2021","Angbat","ABI_07","Fucus_vesiculosus","12.43","no","no_info",35,2,0,0,1,0,0,0,0,0,1,19,0,5,2,0,0,0,2,6,0,5,0,0,0,0,0,5,0,22
"Oct_2021_ABI","Oct_2021","Angbat","ABI_08","Fucus_vesiculosus","14.12","no","no_info",20,13,0,0,4,1,1,0,0,0,1,11,0,16,0,0,0,0,0,14,3,8,0,2,0,0,0,2,0,31
"Oct_2021_ABI","Oct_2021","Angbat","ABI_09","Fucus_vesiculosus","31.17","no","no_info",75,8,0,0,12,4,0,0,1,0,1,16,0,2,0,1,0,0,6,21,0,14,0,1,0,0,0,10,0,56
"Oct_2021_ABI","Oct_2021","Angbat","ABI_10","Fucus_vesiculosus","27.62","no","no_info",75,8,0,0,14,4,0,0,0,0,1,57,0,7,1,3,0,1,0,8,1,8,0,0,0,0,0,0,0,74
"Oct_2021_ABI","Oct_2021","Angbat","ABI_11","Potamogeton_perfoliatus","0.19","no","no_info",0,0,0,0,0,4,0,0,0,0,1,1,0,23,0,0,0,0,0,1,2,1,0,0,0,0,1,2,0,1
"Oct_2021_ABI","Oct_2021","Angbat","ABI_12","Potamogeton_perfoliatus","0.28","no","no_info",0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,4
"Oct_2021_ABI","Oct_2021","Angbat","ABI_13","Potamogeton_perfoliatus","0.26","no","no_info",0,0,0,0,0,5,0,0,0,0,1,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_ABI","Oct_2021","Angbat","ABI_14","Potamogeton_perfoliatus","0.32","no","no_info",0,0,0,0,1,8,0,0,0,0,1,3,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,5
"Oct_2021_ABI","Oct_2021","Angbat","ABI_15","Potamogeton_perfoliatus","0.15","no","no_info",0,0,0,0,2,4,0,0,0,0,1,0,0,9,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,5
"Oct_2021_ABI","Oct_2021","Angbat","ABI_16","Stuckenia_pectinata","0.77","no","no_info",0,0,0,0,5,5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
"Oct_2021_ABI","Oct_2021","Angbat","ABI_17","Stuckenia_pectinata","0.66","no","no_info",0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,4,0,0,0,0,0,5,0,0,0,2,0,0,0,0
"Oct_2021_ABI","Oct_2021","Angbat","ABI_18","Stuckenia_pectinata","0.92","no","no_info",0,0,0,0,3,0,0,0,0,0,1,9,0,6,0,5,0,0,0,4,3,0,0,0,0,0,0,0,0,9
"Oct_2021_ABI","Oct_2021","Angbat","ABI_19","Stuckenia_pectinata","0.1","no","no_info",0,0,0,0,1,1,0,0,0,0,1,0,0,8,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"Oct_2021_ABI","Oct_2021","Angbat","ABI_20","Stuckenia_pectinata","0.45","no","no_info",0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"Oct_2021_ABO","Oct_2021","Angbat","ABO_01","Myriophyllum_spicatum","0.56","no","no_info",0,0,0,0,1,9,0,0,0,0,0,4,0,2,0,2,0,0,0,2,0,0,0,0,0,0,0,5,0,0
"Oct_2021_ABO","Oct_2021","Angbat","ABO_02","Myriophyllum_spicatum","1.09","yes","filamentous drift algae",9,0,0,0,8,10,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,14,0,0
"Oct_2021_ABO","Oct_2021","Angbat","ABO_03","Myriophyllum_spicatum","0.8","no","no_info",4,0,0,0,2,27,0,2,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0
"Oct_2021_ABO","Oct_2021","Angbat","ABO_04","Myriophyllum_spicatum","0.3","no","no_info",2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Oct_2021_ABO","Oct_2021","Angbat","ABO_05","Myriophyllum_spicatum","0.18","no","no_info",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Oct_2021_ABO","Oct_2021","Angbat","ABO_06","Potamogeton_perfoliatus","0.27","no","no_info",0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
"Oct_2021_ABO","Oct_2021","Angbat","ABO_07","Potamogeton_perfoliatus","0.35","no","no_info",0,0,0,0,0,8,0,0,0,0,1,1,0,6,0,0,0,0,0,1,0,1,0,0,0,0,3,7,0,1
"Oct_2021_ABO","Oct_2021","Angbat","ABO_08","Potamogeton_perfoliatus","0.42","no","no_info",2,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0
"Oct_2021_ABO","Oct_2021","Angbat","ABO_09","Potamogeton_perfoliatus","0.08","no","no_info",0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1
"Oct_2021_ABO","Oct_2021","Angbat","ABO_10","Potamogeton_perfoliatus","0.17","no","no_info",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_ABO","Oct_2021","Angbat","ABO_11","Zostera_marina","0.1","no","no_info",0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Oct_2021_ABO","Oct_2021","Angbat","ABO_12","Zostera_marina","0.19","no","no_info",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"Oct_2021_ABO","Oct_2021","Angbat","ABO_13","Zostera_marina","0.22","no","no_info",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"Oct_2021_ABO","Oct_2021","Angbat","ABO_14","Zostera_marina","0.17","no","no_info",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_ABO","Oct_2021","Angbat","ABO_15","Zostera_marina","0.14","no","no_info",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Oct_2021_ABO","Oct_2021","Angbat","ABO_16","Stuckenia_pectinata","0.44","no","no_info",1,0,0,0,2,11,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,12,0,0
"Oct_2021_ABO","Oct_2021","Angbat","ABO_17","Stuckenia_pectinata","0.37","no","no_info",0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
"Oct_2021_ABO","Oct_2021","Angbat","ABO_18","Stuckenia_pectinata","0.63","no","no_info",1,0,0,0,1,8,0,0,0,0,1,3,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,10,0,0
"Oct_2021_ABO","Oct_2021","Angbat","ABO_19","Stuckenia_pectinata","0.38","no","no_info",0,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0
"Oct_2021_ABO","Oct_2021","Angbat","ABO_20","Stuckenia_pectinata","0.77","no","no_info",2,0,0,0,2,17,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,3,0,0,0,0,0,22,0,0
"Jul_2022_SP","Jul_2022","Spikarna","SP_31","Fucus_vesiculosus","34.97","yes","filamentous drift algae",7,116,0,0,0,53,0,1,1,0,1,147,0,3,21,5,4,0,4,0,0,1,0,0,0,0,0,0,0,27
